session_id,query,intent,slot_annotation
748,老人与海歌曲,music.play,<song>老人与海</song>歌曲
748,帮我打电话,phone_call.make_a_phone_call,帮我打电话
748,给我导航崇川区新桥中学,navigation.navigation,给我导航<destination>崇川区新桥中学</destination>
749,去羊台山,navigation.navigation,去<destination>羊台山</destination>
749,播放下一曲歌曲,music.next,播放下一曲歌曲
749,打开蓝牙,OTHERS,打开蓝牙
749,拨打电话,phone_call.make_a_phone_call,拨打电话
749,下载微信,OTHERS,下载微信
749,下载微信,OTHERS,下载微信
749,微信在哪里,OTHERS,微信在哪里
750,去深圳,navigation.navigation,去<destination>深圳</destination>
750,取消,navigation.cancel_navigation,取消
750,取消,navigation.cancel_navigation,取消
750,阿露,OTHERS,阿露
750,许仙,OTHERS,许仙
751,帮我要听周杰伦的歌,music.play,帮我要听<singer>周杰伦</singer>的歌
751,我要导航,navigation.open,我要导航
751,望天,OTHERS,望天
751,阿梅,OTHERS,阿梅
751,好的,OTHERS,好的
752,拨打电话13600008065,phone_call.make_a_phone_call,拨打电话<phone_num>13600008065</phone_num>
752,拨打电话13600008065,phone_call.make_a_phone_call,拨打电话<phone_num>13600008065</phone_num>
752,关闭,phone_call.cancel,关闭
752,我越想越觉得害怕大家我说昨天喝酒考更好床进行了100块钱倒无所谓,OTHERS,我越想越觉得害怕大家我说昨天喝酒考更好床进行了100块钱倒无所谓
752,你们热不冷吗你可记住,OTHERS,你们热不冷吗你可记住
752,请系好安全带注意行车安全17分前到达约定地点,OTHERS,请系好安全带注意行车安全17分前到达约定地点
752,导航技术,OTHERS,导航技术
753,去公司,navigation.navigation,去<custom_destination>公司</custom_destination>
753,你打电话,phone_call.make_a_phone_call,你打电话
753,两万七不能这样,OTHERS,两万七不能这样
753,红鸟,OTHERS,红鸟
753,小沈阳的歌曲,music.play,<singer>小沈阳</singer>的歌曲
753,每个人都判刑,OTHERS,每个人都判刑
754,豆豆,OTHERS,豆豆
754,歌曲抖抖傲,music.play,歌曲<song>抖抖傲</song>
754,音乐抖抖傲,music.play,音乐<song>抖抖傲</song>
754,音乐抖抖傲,music.play,音乐<song>抖抖傲</song>
754,吴文,OTHERS,吴文
755,6385,OTHERS,6385
755,王正,OTHERS,王正
755,单号6385,OTHERS,单号6385
755,400吧,OTHERS,400吧
755,导航到灵宝吾悦广场,navigation.navigation,导航到<destination>灵宝吾悦广场</destination>
755,导航到镇江吾悦广场,navigation.navigation,导航到<destination>镇江吾悦广场</destination>
756,烂朋友,music.play,<song>烂朋友</song>
756,男朋友,music.play,<song>男朋友</song>
756,男朋友mv,OTHERS,男朋友mv
756,男朋友,music.play,<song>男朋友</song>
756,男朋友,music.play,<song>男朋友</song>
756,男朋友这首歌,music.play,<song>男朋友</song>这首歌
756,说爱我,music.play,<song>说爱我</song>
757,徐清原,OTHERS,徐清原
757,joey,OTHERS,joey
757,31九,OTHERS,31九
757,导航到佳林路维根素食,navigation.navigation,导航到<destination>佳林路维根素食</destination>
757,导航,navigation.open,导航
758,到建湘路黄金珠宝城,navigation.navigation,到<destination>建湘路黄金珠宝城</destination>
758,长沙建湘路黄金珠宝城,navigation.navigation,<destination>长沙建湘路黄金珠宝城</destination>
758,我给他打了我爸吃完饭了之后打了,OTHERS,我给他打了我爸吃完饭了之后打了
758,家家,OTHERS,家家
759,取消,OTHERS,取消
759,取消导航,navigation.cancel_navigation,取消导航
759,导航去第四人民医院,navigation.navigation,导航去<destination>第四人民医院</destination>
760,邓丽君的歌,music.play,<singer>邓丽君</singer>的歌
760,韩红的歌,music.play,<singer>韩红</singer>的歌
760,韩红的歌,music.play,<singer>韩红</singer>的歌
761,我要听孙露的歌,music.play,我要听<singer>孙露</singer>的歌
761,我要听孙露的歌,music.play,我要听<singer>孙露</singer>的歌
761,我要听孙露的歌,music.play,我要听<singer>孙露</singer>的歌
762,取消,OTHERS,取消
762,我要到上海叶榭蔬菜批发市场,navigation.navigation,我要到<destination>上海叶榭蔬菜批发市场</destination>
762,播放张信哲的歌,music.play,播放<singer>张信哲</singer>的歌
763,拨打的电话,OTHERS,拨打的电话
763,苹果的计划,OTHERS,苹果的计划
763,小猥,OTHERS,小猥
763,播放小苹果,music.play,播放<song>小苹果</song>
763,全程两公里大约需要六分钟全程1.8公里大约需要三分钟夜间开车请打开车灯,OTHERS,全程两公里大约需要六分钟全程1.8公里大约需要三分钟夜间开车请打开车灯
763,导航结束,navigation.cancel_navigation,导航结束
764,关闭屏幕,OTHERS,关闭屏幕
764,导到西安不走娃娃家,navigation.navigation,导到<destination>西安</destination>不走娃娃<custom_destination>家</custom_destination>
764,打开行车记录仪,OTHERS,打开行车记录仪
764,给我打开行车记录仪钱那个前面摄像头,OTHERS,给我打开行车记录仪钱那个前面摄像头
764,打开信箱,OTHERS,打开信箱
764,请你,OTHERS,请你
764,打电话,phone_call.make_a_phone_call,打电话
764,放歌,music.play,放歌
765,播放一个歌曲,music.play,播放一个歌曲
765,播放中华人民共和国国歌,music.play,播放<song>中华人民共和国国歌</song>
765,停止导航,navigation.cancel_navigation,停止导航
766,取消,OTHERS,取消
766,导航保定市,navigation.navigation,导航<destination>保定市</destination>
766,导航保定市,navigation.navigation,导航<destination>保定市</destination>
767,青藏高原,music.play,<song>青藏高原</song>
767,青藏高原,music.play,<song>青藏高原</song>
767,叮当青藏高原,music.play,叮当<song>青藏高原</song>
767,青藏高原,music.play,<song>青藏高原</song>
768,来个歌,music.play,来个歌
768,大哥,OTHERS,大哥
768,来个歌,music.play,来个歌
768,来个果宝特攻歌,music.play,来个果宝特攻歌
769,导航到平阴,navigation.navigation,导航到<destination>平阴</destination>
769,5262,OTHERS,5262
769,呼叫52262,phone_call.make_a_phone_call,呼叫<phone_num>52262</phone_num>
769,good,OTHERS,good
769,艳儿,OTHERS,艳儿
769,不对,OTHERS,不对
770,你刚刚洗了一个澡,OTHERS,你刚刚洗了一个澡
770,我再找找,OTHERS,我再找找
770,关掉吧,OTHERS,关掉吧
770,退出,OTHERS,退出
770,帮我连接1770000996,phone_call.make_a_phone_call,帮我连接<phone_num>1770000996</phone_num>
770,帮我联系1770000996,phone_call.make_a_phone_call,帮我联系<phone_num>1770000996</phone_num>
770,17700005996,phone_call.make_a_phone_call,<phone_num>17700005996</phone_num>
770,帮我转017700005996,phone_call.make_a_phone_call,帮我转<phone_num>017700005996</phone_num>
770,金融街万达,navigation.navigation,<destination>金融街万达</destination>
771,导航贵阳安民花园酒店,navigation.navigation,导航<destination>贵阳安民花园酒店</destination>
771,导航绿地联盛国际院内八栋沃尔玛旁边,navigation.navigation,导航<destination>绿地联盛国际院内八栋沃尔玛</destination>旁边
771,打电话,phone_call.make_a_phone_call,打电话
772,我们都一样,music.play,<song>我们都一样</song>
772,我们都一样,music.play,<song>我们都一样</song>
772,我们不一样,music.play,<song>我们不一样</song>
773,我要听歌,music.play,我要听歌
773,打电话给552,phone_call.make_a_phone_call,打电话给<phone_num>552</phone_num>
773,我要听歌,music.play,我要听歌
774,唱一首,music.play,唱一首
774,打电话,phone_call.make_a_phone_call,打电话
774,四井,OTHERS,四井
775,播高阳,music.play,播<singer>高阳</singer>
775,请播云菲菲的歌曲,music.play,请播<singer>云菲菲</singer>的歌曲
775,请播放本地盘的歌曲,OTHERS,请播放本地盘的歌曲
775,请退出音乐,music.pause,请退出音乐
776,我要听刀郎的情人,music.play,我要听<singer>刀郎</singer>的<song>情人</song>
776,我要听刀郎的情人,music.play,我要听<singer>刀郎</singer>的<song>情人</song>
776,我要听刀郎的情人,music.play,我要听<singer>刀郎</singer>的<song>情人</song>
777,打电话给陈文,phone_call.make_a_phone_call,打电话给<contact_name>陈文</contact_name>
777,打开音乐,music.play,打开音乐
777,望谟县,navigation.navigation,<destination>望谟县</destination>
778,不见不散,music.play,<song>不见不散</song>
778,王宁,OTHERS,王宁
778,马可,OTHERS,马可
779,取消,OTHERS,取消
779,导航到家乐福家具广场,navigation.navigation,导航到<destination>家乐福家具广场</destination>
779,导航到家乐福家具广场,navigation.navigation,导航到<destination>家乐福家具广场</destination>
779,导航到燕君家具城,navigation.navigation,导航到<destination>燕君家具城</destination>
779,导航到隆尧县交警大队,navigation.navigation,导航到<destination>隆尧县交警大队</destination>
779,退出导航,navigation.cancel_navigation,退出导航
780,播放一曲,music.play,播放一曲
780,播放一曲我想带你去土耳其,music.play,播放一曲<song>我想带你去土耳其||带你去旅行</song>
780,播放一曲成都,music.play,播放一曲<song>成都</song>
781,我要到西城原筑,navigation.navigation,我要到<destination>西城原筑</destination>
781,我要到,OTHERS,我要到
781,我要到石子山体育公园,navigation.navigation,我要到<destination>石子山体育公园</destination>
781,呼叫我哈的,OTHERS,呼叫我哈的
782,去深圳,navigation.navigation,去<destination>深圳</destination>
782,thank you翻译过来啥意思,OTHERS,thank you翻译过来啥意思
782,ok,OTHERS,ok
782,三嗯,OTHERS,三嗯
782,合正,OTHERS,合正
782,给我放陈瑞的歌曲,music.play,给我放<singer>陈瑞</singer>的歌曲
783,去天佑城,navigation.navigation,去<destination>天佑城</destination>
783,去宿舍玩去听到没有,OTHERS,去宿舍玩去听到没有
783,去舒适湾听到没有去舒适湾,navigation.navigation,去<destination>舒适湾</destination>听到没有去<destination>舒适湾</destination>
783,我已经打电话你关机你就不接我电话,OTHERS,我已经打电话你关机你就不接我电话
784,帮我播放,music.play,帮我播放
784,请帮我播放,music.play,请帮我播放
784,播放我的老班长,music.play,播放<song>我的老班长</song>
785,唱一首走天涯,music.play,唱一首<song>走天涯</song>
785,一首走天涯,music.play,一首<song>走天涯</song>
785,赵汀阳,OTHERS,赵汀阳
785,走天涯,music.play,<song>走天涯</song>
786,123,OTHERS,123
786,123我爱的,OTHERS,123我爱的
786,我想听恭喜发财,music.play,我想听<song>恭喜发财</song>
786,听恭喜发财,music.play,听<song>恭喜发财</song>
787,我想听前方十字路口左侧两车道前方有闯红灯拍照,OTHERS,我想听前方十字路口左侧两车道前方有闯红灯拍照
787,我想听听说,music.play,我想听<song>听说</song>
787,打电话,phone_call.make_a_phone_call,打电话
788,导航结束,navigation.cancel_navigation,导航结束
788,我给你开后备箱咱俩直接微信电话联系哦注意安全,OTHERS,我给你开后备箱咱俩直接微信电话联系哦注意安全
788,你进去我就走了,OTHERS,你进去我就走了
788,白白的,OTHERS,白白的
789,导航到红艳超市,navigation.navigation,导航到<destination>红艳超市</destination>
789,打电话,phone_call.make_a_phone_call,打电话
789,我打电话给张三,phone_call.make_a_phone_call,我打电话给<contact_name>张三</contact_name>
790,取消,OTHERS,取消
790,辽宁省海城市,navigation.navigation,<destination>辽宁省海城市</destination>
790,辽宁省海城市洪家镇,navigation.navigation,<destination>辽宁省海城市洪家镇</destination>
791,点首天高地厚,music.play,点首<song>天高地厚</song>
791,天高地厚,music.play,<song>天高地厚</song>
791,来一首信乐团的天高地厚,music.play,来一首<singer>信乐团</singer>的<song>天高地厚</song>
791,来首存在,music.play,来首<song>存在</song>
792,导航去福安第三工业区,navigation.navigation,导航去<destination>福安第三工业区</destination>
792,取消,navigation.cancel_navigation,取消
792,取消,navigation.cancel_navigation,取消
793,哎,OTHERS,哎
793,取消导航,navigation.cancel_navigation,取消导航
793,打电话,phone_call.make_a_phone_call,打电话
793,打电话给她妈,phone_call.make_a_phone_call,打电话给<contact_name>她妈</contact_name>
794,请导航沧州西运河区结石门诊,navigation.navigation,请导航<destination>沧州西运河区结石门诊</destination>
794,沧州运河区结石门诊,navigation.navigation,<destination>沧州运河区结石门诊</destination>
794,怎么知道你开车嘉伟我说他肯定冷,OTHERS,怎么知道你开车嘉伟我说他肯定冷
794,打电话,phone_call.make_a_phone_call,打电话
795,好你妹的经销商电话88000011,phone_call.make_a_phone_call,好你妹的经销商电话<phone_num>88000011</phone_num>
795,滚,OTHERS,滚
795,闭嘴,OTHERS,闭嘴
795,到底,OTHERS,到底
795,保定市,navigation.navigation,<destination>保定市</destination>
795,甘谷,navigation.navigation,<destination>甘谷</destination>
796,给我来一首雕花的马鞍,music.play,给我来一首<song>雕花的马鞍</song>
796,给我来一首来首我不一样,music.play,给我来一首来首<song>我不一样</song>
796,歌在飞,music.play,<song>歌在飞</song>
797,听黄家驹的歌,music.play,听<singer>黄家驹</singer>的歌
797,打电话给522,phone_call.make_a_phone_call,打电话给<phone_num>522</phone_num>
797,你好知道我要回家,navigation.navigation,你好知道我要回<custom_destination>家</custom_destination>
798,我爱叮当,OTHERS,我爱叮当
798,你好叮当,OTHERS,你好叮当
798,伊川吕店怎么走,navigation.navigation,<destination>伊川吕店</destination>怎么走
798,呼叫501,phone_call.make_a_phone_call,呼叫<phone_num>501</phone_num>
798,播放两只老虎,music.play,播放<song>两只老虎</song>
799,妮子,OTHERS,妮子
799,我要回家,navigation.navigation,我要回<custom_destination>家</custom_destination>
799,我要打电话,phone_call.make_a_phone_call,我要打电话
799,680875,phone_call.make_a_phone_call,<phone_num>680875</phone_num>
799,大兵,phone_call.make_a_phone_call,<contact_name>大兵</contact_name>
799,杨久义,phone_call.make_a_phone_call,<contact_name>杨久义</contact_name>
799,清文,phone_call.make_a_phone_call,<contact_name>清文</contact_name>
800,停止导航,navigation.cancel_navigation,停止导航
800,调频fm,OTHERS,调频fm
800,把音乐,music.play,把音乐
800,来一首歌,music.play,来一首歌
800,来一首歌,music.play,来一首歌
801,黄江镇,navigation.navigation,<destination>黄江镇</destination>
801,盘江镇,navigation.navigation,<destination>盘江镇</destination>
801,我要听丁香花,music.play,我要听<song>丁香花</song>
801,我想听刘德华的歌,music.play,我想听<singer>刘德华</singer>的歌
801,刘德华的歌,music.play,<singer>刘德华</singer>的歌
802,打个电话给,phone_call.make_a_phone_call,打个电话给
802,田瑞,phone_call.make_a_phone_call,<contact_name>田瑞</contact_name>
802,家家,OTHERS,家家
802,天气,OTHERS,天气
802,开始导航,navigation.start_navigation,开始导航
802,金叶,OTHERS,金叶
802,打开音乐,music.play,打开音乐
803,成都,music.play,<song>成都</song>
803,来一首成都,music.play,来一首<song>成都</song>
803,打电话给662,phone_call.make_a_phone_call,打电话给<phone_num>662</phone_num>
803,明天的天气怎么样,OTHERS,明天的天气怎么样
804,你这个炮放吧没生意没动静了啊几分钟啊,OTHERS,你这个炮放吧没生意没动静了啊几分钟啊
804,是的,OTHERS,是的
804,然后就搞这么长一直说,OTHERS,然后就搞这么长一直说
804,整个村子都听得到,OTHERS,整个村子都听得到
804,想听歌,music.play,想听歌
804,去富森美家居,navigation.navigation,去<destination>富森美家居</destination>
805,生态城打电话能不能,OTHERS,生态城打电话能不能
805,播放郑源的歌曲,music.play,播放<singer>郑源</singer>的歌曲
805,导航到亚太保险公司,navigation.navigation,导航到<destination>亚太保险公司</destination>
806,加倪,OTHERS,加倪
806,你打个电话问一下,phone_call.make_a_phone_call,你打个电话问一下
806,倪妮,phone_call.make_a_phone_call,<contact_name>倪妮</contact_name>
806,妮子,phone_call.make_a_phone_call,<contact_name>妮子</contact_name>
806,那你帮我发消息给那个我字我都找不到跟那个谭村的牛奶他们是不是走了,OTHERS,那你帮我发消息给那个我字我都找不到跟那个谭村的牛奶他们是不是走了
806,叫什么名字啊什么东西那代表什么,OTHERS,叫什么名字啊什么东西那代表什么
806,景行,OTHERS,景行
806,我要去贵州九龙酒店,navigation.navigation,我要去<destination>贵州九龙酒店</destination>
807,水手,music.play,<song>水手</song>
807,水手,music.play,<song>水手</song>
807,我要听水手,music.play,我要听<song>水手</song>
807,我要听星星点灯,music.play,我要听<song>星星点灯</song>
807,我要听老乡见老乡两眼泪汪汪,music.play,我要听<song>老乡见老乡</song>两眼泪汪汪
808,距天底中学,navigation.navigation,距<destination>天底中学</destination>
808,我想听最炫民族风,music.play,我想听<song>最炫民族风</song>
808,去岳头,navigation.navigation,去<destination>岳头</destination>
809,西关什字,navigation.navigation,<destination>西关什字</destination>
809,去,OTHERS,去
809,距离378米,OTHERS,距离378米
809,建军,OTHERS,建军
809,去西站,navigation.navigation,去<destination>西站</destination>
809,打电话给,phone_call.make_a_phone_call,打电话给
810,南通市中医院,navigation.navigation,<destination>南通市中医院</destination>
810,打电话给553,phone_call.make_a_phone_call,打电话给<phone_num>553</phone_num>
810,播放蓝牙音乐,music.play,播放蓝牙音乐
810,播放蓝牙音乐,music.play,播放蓝牙音乐
810,取消,music.pause,取消
811,放音乐,music.play,放音乐
811,播放下一首音乐,music.next,播放下一首音乐
811,播放下一首音乐,music.next,播放下一首音乐
812,我在打电话,OTHERS,我在打电话
812,林劲,OTHERS,林劲
812,帮我找一下孙莞的gee,music.play,帮我找一下<singer>孙莞</singer>的<song>gee</song>
812,帮我导一下水岸帝景,navigation.navigation,帮我导一下<destination>水岸帝景</destination>
812,帮我找一下水岸帝景,navigation.navigation,帮我找一下<destination>水岸帝景</destination>
813,打电话到qq我投了,phone_call.make_a_phone_call,打电话到qq我投了
813,播放兄弟干杯,music.play,播放<song>兄弟干杯</song>
813,取消导航,navigation.cancel_navigation,取消导航
814,拨打电话给,phone_call.make_a_phone_call,拨打电话给
814,拨打电话给558,phone_call.make_a_phone_call,拨打电话给<phone_num>558</phone_num>
814,放一首,music.play,放一首
815,呼叫13500006288,phone_call.make_a_phone_call,呼叫<phone_num>13500006288</phone_num>
815,呼叫,phone_call.make_a_phone_call,呼叫
815,导航到赣州,navigation.navigation,导航到<destination>赣州</destination>
816,打电话,phone_call.make_a_phone_call,打电话
816,昂哥,phone_call.make_a_phone_call,<contact_name>昂哥</contact_name>
816,雁江山水国际,navigation.navigation,<destination>雁江山水国际</destination>
816,雁江,navigation.navigation,<destination>雁江</destination>
817,导航到赣银物流,navigation.navigation,导航到<destination>赣银物流</destination>
817,电话给高超,phone_call.make_a_phone_call,电话给<contact_name>高超</contact_name>
817,可以,OTHERS,可以
817,在那个游戏,OTHERS,在那个游戏
817,你,OTHERS,你
818,你好叮当,OTHERS,你好叮当
818,播放洪湖水浪打浪,music.play,播放<song>洪湖水浪打浪</song>
818,播放辣妹子,music.play,播放<song>辣妹子</song>
818,播放草原情歌,music.play,播放<song>草原情歌</song>
819,我要到金城江,navigation.navigation,我要到<destination>金城江</destination>
819,我要到何时金城江汽车总站,navigation.navigation,我要到何时<destination>金城江汽车总站</destination>
819,打电话给三年,phone_call.make_a_phone_call,打电话给<contact_name>三年</contact_name>
819,打电话给三年,phone_call.make_a_phone_call,打电话给<contact_name>三年</contact_name>
819,来了就再打个电话,phone_call.make_a_phone_call,来了就再打个电话
820,6060377,OTHERS,6060377
820,bonnie,music.play,<singer>bonnie</singer>
820,请问你是谁,OTHERS,请问你是谁
820,我要去福星路的向阳路,navigation.navigation,我要去<destination>福星路的向阳路</destination>
820,我要去丽园路的斜徐路,navigation.navigation,我要去<destination>丽园路的斜徐路</destination>
821,我要听歌,music.play,我要听歌
821,我要听,music.play,我要听
821,我想听祁隆的歌,music.play,我想听<singer>祁隆</singer>的歌
822,导航到八公里小学,navigation.navigation,导航到<destination>八公里小学</destination>
822,取消,navigation.cancel_navigation,取消
822,取消导航,navigation.cancel_navigation,取消导航
823,能给我放个歌曲吧,music.play,能给我放个歌曲吧
823,小兔子乖乖,music.play,<song>小兔子乖乖</song>
823,父亲的草原母亲的河,music.play,<song>父亲的草原母亲的河</song>
824,我想听歌,music.play,我想听歌
824,你晚上和谁睡呀,OTHERS,你晚上和谁睡呀
824,我想听歌张宇,music.play,我想听歌<singer>张宇</singer>
824,我想听歌春天里,music.play,我想听歌<song>春天里</song>
825,吴琼,OTHERS,吴琼
825,取消,OTHERS,取消
825,在江东大道华帝专卖店,navigation.navigation,在<destination>江东大道华帝专卖店</destination>
825,去火车南站,navigation.navigation,去<destination>火车南站</destination>
826,陈艺成,OTHERS,陈艺成
826,中国肠衣城,navigation.navigation,<destination>中国肠衣城</destination>
826,寝室里,OTHERS,寝室里
826,一晃就老了,music.play,<song>一晃就老了</song>
826,是的,OTHERS,是的
826,许冠杰的歌,music.play,<singer>许冠杰</singer>的歌
827,导航到白水汽车站,navigation.navigation,导航到<destination>白水汽车站</destination>
827,导航到白佛汽车站,navigation.navigation,导航到<destination>白佛汽车站</destination>
827,是的,OTHERS,是的
828,点一首友谊之光,music.play,点一首<song>友谊之光</song>
828,点个刘德华的我恨我痴心,music.play,点个<singer>刘德华</singer>的<song>我恨我痴心</song>
828,播放张学友的专辑,music.play,播放<singer>张学友</singer>的专辑
829,播放等一分钟,music.play,播放<song>等一分钟</song>
829,打电话给5000010,phone_call.make_a_phone_call,打电话给<phone_num>5000010</phone_num>
829,我没叫你会说,OTHERS,我没叫你会说
829,此店镇政府还要自己打车忘拿包包了拜拜这么多人,OTHERS,此店镇政府还要自己打车忘拿包包了拜拜这么多人
829,池店镇政府,navigation.navigation,<destination>池店镇政府</destination>
830,我要听相思,music.play,我要听<song>相思</song>
830,我要听人间,music.play,我要听<song>人间</song>
830,今天天气怎么样,OTHERS,今天天气怎么样
830,好继续播放音乐,music.play,好继续播放音乐
831,导航到火车站,navigation.navigation,导航到<destination>火车站</destination>
831,一,OTHERS,一
831,家家,OTHERS,家家
831,衿筱,OTHERS,衿筱
831,廖杰,OTHERS,廖杰
831,打电话给765,phone_call.make_a_phone_call,打电话给<phone_num>765</phone_num>
831,打电话给761,phone_call.make_a_phone_call,打电话给<phone_num>761</phone_num>
832,结束导航,navigation.cancel_navigation,结束导航
832,许状态汽车城,navigation.navigation,许状态<destination>汽车城</destination>
832,取消,navigation.cancel_navigation,取消
833,播放锁那,music.play,播放<instrument>锁那||唢呐</instrument>
833,就得睡觉了唤醒,OTHERS,就得睡觉了唤醒
833,暂停音乐,music.pause,暂停音乐
833,叮当你好,OTHERS,叮当你好
833,你说话,OTHERS,你说话
833,为你唱首歌,music.play,<song>为你唱首歌</song>
833,帮我把音乐关了我不听了,music.pause,帮我把音乐关了我不听了
834,唱一首青楼,music.play,唱一首<song>青楼</song>
834,放一首情奴,music.play,放一首<song>情奴</song>
834,换首情奴,music.play,换首<song>情奴</song>
835,来一首dj,music.play,来一首<theme>dj</theme>
835,我*听dj,music.play,我*听<theme>dj</theme>
835,超低音dj,music.play,超低音<theme>dj</theme>
836,拨打13900008269,phone_call.make_a_phone_call,拨打<phone_num>13900008269</phone_num>
836,导航结束,navigation.cancel_navigation,导航结束
836,乌兰察布市交警,navigation.navigation,<destination>乌兰察布市交警</destination>
836,叮当你好,OTHERS,叮当你好
836,叮当,OTHERS,叮当
836,但没事儿我看看身份证在我这儿呢我拿上身份证弄好了,OTHERS,但没事儿我看看身份证在我这儿呢我拿上身份证弄好了
836,叮当你好,OTHERS,叮当你好
837,我想听再见情人,music.play,我想听<song>再见情人</song>
837,我要听白狐,music.play,我要听<song>白狐</song>
837,我想听我的中国心,music.play,我想听<song>我的中国心</song>
838,好的,OTHERS,好的
838,新华路,navigation.navigation,<destination>新华路</destination>
838,盛世天骄花苑,navigation.navigation,<destination>盛世天骄花苑</destination>
839,张大伟的勒个,OTHERS,张大伟的勒个
839,张大伟的歌,music.play,<singer>张大伟</singer>的歌
839,张大兵的歌,music.play,<singer>张大兵</singer>的歌
839,蜢哥,OTHERS,蜢哥
839,蜢哥,OTHERS,蜢哥
839,张涛,OTHERS,张涛
840,呵呵呵,OTHERS,呵呵呵
840,结束导航,navigation.cancel_navigation,结束导航
840,讲个笑话,OTHERS,讲个笑话
840,文博,OTHERS,文博
840,你在打电话,OTHERS,你在打电话
840,大雷,OTHERS,大雷
840,有王磊,OTHERS,有王磊
841,大头皮鞋,music.play,<song>大头皮鞋</song>
841,搜索一个动画片熊大熊二,OTHERS,搜索一个动画片熊大熊二
841,语嫣,OTHERS,语嫣
841,大头皮鞋歌曲,music.play,<song>大头皮鞋</song>歌曲
841,漂亮的姑娘要嫁人啦,music.play,<song>漂亮的姑娘要嫁人啦</song>
841,放*,OTHERS,放*
841,对不起,OTHERS,对不起
841,大哈,OTHERS,大哈
841,坐着火车去拉萨,music.play,<song>坐着火车去拉萨</song>
842,上个抱一抱,OTHERS,上个抱一抱
842,请拨打嘴唇,phone_call.make_a_phone_call,请拨打<contact_name>嘴唇</contact_name>
842,拨打宝宝几个月,phone_call.make_a_phone_call,拨打<contact_name>宝宝</contact_name>几个月
842,我想听宝塔镇河妖,music.play,<song>我想听宝塔镇河妖</song>
843,听一曲锁那,music.play,听一曲<instrument>锁那||唢呐</instrument>
843,听一首唢呐独奏,music.play,听一首<instrument>唢呐</instrument>独奏
843,听我的笑声,OTHERS,听我的笑声
843,郭德纲的相声,OTHERS,郭德纲的相声
843,听郭德纲的相声,OTHERS,听郭德纲的相声
843,放首歌曲,music.play,放首歌曲
844,远走高飞没有反应呢前方在红绿灯路口右转进入成龙大道主路请走右侧车道,OTHERS,远走高飞没有反应呢前方在红绿灯路口右转进入成龙大道主路请走右侧车道
844,远走高飞你好叮当,music.play,<song>远走高飞</song>你好叮当
844,我想听远走高飞,music.play,我想听<song>远走高飞</song>
844,焦梦莹,OTHERS,焦梦莹
844,ruby,OTHERS,ruby
844,拨打10086,phone_call.make_a_phone_call,拨打<phone_num>10086</phone_num>
845,唱屠洪刚的你,music.play,唱<singer>屠洪刚</singer>的<song>你</song>
845,播放一首剑心,music.play,播放一首<song>剑心</song>
845,唱神话,music.play,唱<song>神话</song>
846,把我电话打到六七,phone_call.make_a_phone_call,把我电话打到<phone_num>六七</phone_num>
846,打一下65733,phone_call.make_a_phone_call,打一下<phone_num>65733</phone_num>
846,月尘,OTHERS,月尘
846,继续导航,navigation.start_navigation,继续导航
846,月尘,OTHERS,月尘
846,嘿嘿,OTHERS,嘿嘿
847,81742684,OTHERS,81742684
847,18000002684,phone_call.make_a_phone_call,<phone_num>18000002684</phone_num>
847,山东镇,navigation.navigation,<destination>山东镇</destination>
848,请放林俊杰的歌,music.play,请放<singer>林俊杰</singer>的歌
848,请放林俊杰的歌,music.play,请放<singer>林俊杰</singer>的歌
848,帮我放孙露的歌,music.play,帮我放<singer>孙露</singer>的歌
849,打电话没有声音,OTHERS,打电话没有声音
849,公司不同等级吗,OTHERS,公司不同等级吗
849,70,OTHERS,70
849,不晓得在睡觉比较好哎哎监控,OTHERS,不晓得在睡觉比较好哎哎监控
849,咨询4s拍摄的技术就不该关注一下,OTHERS,咨询4s拍摄的技术就不该关注一下
849,大汪,OTHERS,大汪
849,湖北潜江怎么走,navigation.navigation,<destination>湖北潜江</destination>怎么走
849,退出导航,navigation.cancel_navigation,退出导航
850,遥远电话,OTHERS,遥远电话
850,我的位置到榆树市,navigation.navigation,我的位置到<destination>榆树市</destination>
850,谁位置到吉林榆树,OTHERS,谁位置到吉林榆树
851,叮当,OTHERS,叮当
851,取消,OTHERS,取消
851,永寿县医院,navigation.navigation,<destination>永寿县医院</destination>
852,去别克4s店,navigation.navigation,去<destination>别克4s店</destination>
852,去别克4s店,navigation.navigation,去<destination>别克4s店</destination>
852,呼叫661,phone_call.make_a_phone_call,呼叫<phone_num>661</phone_num>
853,我要听韩红的青藏高原,music.play,我要听<singer>韩红</singer>的<song>青藏高原</song>
853,老婆,phone_call.make_a_phone_call,<contact_name>老婆</contact_name>
853,拨打电话,phone_call.make_a_phone_call,拨打电话
853,老许,phone_call.make_a_phone_call,<contact_name>老许</contact_name>
854,帮我放一首老歌,music.play,帮我放一首<theme>老歌</theme>
854,叮当你好我要尿尿,OTHERS,叮当你好我要尿尿
854,叮当你好我要喝水,OTHERS,叮当你好我要喝水
854,叮当你好我要睡觉,OTHERS,叮当你好我要睡觉
854,我要睡觉,OTHERS,我要睡觉
854,麻烦播一下刀郎的2002年的第一场雪,music.play,麻烦播一下<singer>刀郎</singer>的<song>2002年的第一场雪</song>
855,呼叫朋丹,phone_call.make_a_phone_call,呼叫<contact_name>朋丹</contact_name>
855,湖北省河口镇,navigation.navigation,<destination>湖北省河口镇</destination>
